"Process Type","Process Name","Process ID","Output Resource","Pathways the process is used in.","SCC",9991,9992,9993,9994,9995,9996,888,"NOTES","NOTES"
"StationaryProcess","Copper smelting/refining",26672937,"Copper (Virgin)","Copper production","30300502;30300504;30300505;30300506;30300510;30300511;30300512;30300516;30300517;30300519;30300527;30300534;30300599",,,,,,,,,
"StationaryProcess","Monoammonium Phosphate Production",28469010,"Monoammonium phosphate","Monoammonium Phosphate","30103000;30103001;30103002;30103003;30103004;30103020;30103024;30103025;30103099",,,,,,,,,
"StationaryProcess","Iron Ore Extraction and Processing",28806761,"Iron Ore","Iron Ore Production","30302301;30302302;30302303;30302304;30302305;30302306;30302307;30302308;30302312;30302315;30302316;30302321;30302322;30302345;30302349;30302350;30302351;30302352;30302353;30302354;30302357;30302359;30302360;30302379;30302380;30302381;30302382;30302395;30302396;30302399",,,,,,,,,
"StationaryProcess","Coke Production",28829802,"Coke","Coke From Coal Production for Steel manufacturing","30300302;30300303;30300304;30300305;30300306;30300307;30300308;30300309;30300310;30300311;30300312;30300313;30300314;30300315;30300316;30300317;30300318;30300331;30300332;30300333;30300334;30300335;30300336;30300341;30300342;30300343;30300344;30300352;30300361;30300399",,,,,,,,,
"StationaryProcess","Lime Production (CaO)",28833614,"Lime","Lime Production from LimeStone","30501601;30501602;30501603;30501604;30501605;30501606;30501607;30501608;30501609;30501610;30501611;30501612;30501613;30501614;30501615;30501616;30501617;30501618;30501619;30501620;30501621;30501622;30501623;30501624;30501625;30501626;30501627;30501628;30501629;30501630;30501631;30501632;30501633;30501640;30501650;30501660;30501699",,,,,,,,,
"StationaryProcess","Lime (per ton of product)",29001695,"Calcium Oxide","Lime (CaO) production","30501601;30501602;30501603;30501604;30501605;30501606;30501607;30501608;30501609;30501610;30501611;30501612;30501613;30501614;30501615;30501616;30501617;30501618;30501619;30501620;30501621;30501622;30501623;30501624;30501625;30501626;30501627;30501628;30501629;30501630;30501631;30501632;30501633;30501640;30501650;30501660;30501699",,,,,,,,,
"StationaryProcess","Lead Ore Mining",29004358,"Lead Ore","Virgin Lead Production","30302401;30302402;30302403;30302404;30302405;30302406;30302407;30302408;30302409;30302410;30302411",,,,,,,,,
"StationaryProcess","Virgin Lead Production",29004940,"Lead","Virgin Lead Production",30301002,,,,,,,,,
"StationaryProcess","Recycled Lead",29005855,"Lead","Recycled Lead",30400526,,,,,,,,"Most of the world's mined lead is used in lead-acid batteries. 30400510 is specific to reclaiming lead for battery usage, but I think that's okay. Also, c.f. 30400526 which looks like the same process.",
"StationaryProcess","Nickel Ore Mining",29006556,"Nickel Ore","Virgin Nickel Production,Production of Nickel Sulfate-Copy","30302401;30302402;30302403;30302404;30302405;30302406;30302407;30302408;30302409;30302410;30302411",,,,,,,,,
"StationaryProcess","Nickel Benefication and Ore Preparation",29006674,"Nickel Concentrate","Virgin Nickel Production,Production of Nickel Sulfate-Copy","30401001;30401002;30401004;30401005;30401006;30401007;30401010;30401011;30401018;30401099",,,,,,,,,
"StationaryProcess","Nickel Smelting (Nickel Extraction)",29006783,"Nickel Matte","Virgin Nickel Production","30401001;30401002;30401004;30401005;30401006;30401007;30401010;30401011;30401018;30401099",,,,,,,,,
"StationaryProcess","Nickel Matte Refining (Nickel Production)",29006862,"Nickel","Virgin Nickel Production","30401001;30401002;30401004;30401005;30401006;30401007;30401010;30401011;30401018;30401099",,,,,,,,,
"StationaryProcess","Nickel Recycling",29065462,"Nickel","Recycled Nickel",30401099,,,,,,,,"Recycling",
"StationaryProcess","Nickel Hydroxide Synthetisis",29066089,"Nickel Hydroxyde","Nickel Hydroxyde Production","30401001;30401002;30401004;30401005;30401006;30401007;30401010;30401011;30401018;30401099",,,,,,,,,
"StationaryProcess","Nickel Hydroxyde Recycling",29066173,"Nickel Hydroxyde","Nickel Hydroxyde Recycling","30401001;30401002;30401004;30401005;30401006;30401007;30401010;30401011;30401018;30401099",,,,,,,,,
"StationaryProcess","Bauxite (Aluminium Ore) Mining",29066930,"Bauxite","Gamma Alumina ,Final Shape Cast Virgin Aluminum Product: Combined,Final Shape Cast Recycled Aluminum Product: Combined,Aluminium Oxide Production,Virgin Wrought Aluminium Hot Rolling and Stamping,Virgin Wrought Aluminium Extruded,Virgin Wrought Aluminium Cold Rolling and Stamping,Recycled Wrought Aluminum Hot Rolling and Stamping,Recycled Wrought Aluminum Extrusion,Recycled Wrought Aluminum Cold Rolling and Stamping","30302401;30302402;30302403;30302404;30302405;30302406;30302407;30302408;30302409;30302410;30302411",,,,,,,,,
"StationaryProcess","Bauxite Refining: Bayer Process",29067125,"Aluminium Oxide","Gamma Alumina ,Final Shape Cast Virgin Aluminum Product: Combined,Final Shape Cast Recycled Aluminum Product: Combined,Aluminium Oxide Production,Virgin Wrought Aluminium Hot Rolling and Stamping,Virgin Wrought Aluminium Extruded,Virgin Wrought Aluminium Cold Rolling and Stamping,Recycled Wrought Aluminum Hot Rolling and Stamping,Recycled Wrought Aluminum Extrusion,Recycled Wrought Aluminum Cold Rolling and Stamping","30300001;30300002;30300003;30300004",,,,,,,,,
"StationaryProcess","Aluminium Production: Hall-Heroult Process",29067619,"Aluminum","Final Shape Cast Virgin Aluminum Product: Combined,Final Shape Cast Recycled Aluminum Product: Combined,Virgin Wrought Aluminium Hot Rolling and Stamping,Virgin Wrought Aluminium Extruded,Virgin Wrought Aluminium Cold Rolling and Stamping,Recycled Wrought Aluminum Hot Rolling and Stamping,Recycled Wrought Aluminum Extrusion,Recycled Wrought Aluminum Cold Rolling and Stamping","30300101;30300102;30300104;30300105;30300106;30300107;30300108;30300110;30300111;30300199",,,,,,,,,
"StationaryProcess","Sodium Chloride Production",29070994,"Sodium Chloride","Lithium cobalt oxide (hydrothermal route),Sodium Chloride Production","30502101;30102102;30102103;30102104;30102106;30102107;30102108;30102113;30102114;30102121;30102122;30102123;30102124;30102125;30102126;30102127;30102199",,,,,,,,"Salt mining. Obviously sodium chloride is also made from brine as well.",
"StationaryProcess","Sodium Nitrate Production",29071685,"Sodium Nitrate","Sodium Nitride production","30102102;30102103;30102104;30102106;30102107;30102108;30102113;30102114;30102121;30102122;30102123;30102124;30102125;30102126;30102127;30102199",,99920300,,,,,,"Just used sodium nitrate",
"StationaryProcess","Potassium Chloride (KCl) Production",29072174,"Potassium Chloride","Potassium Chloride production",30111401,,,,,,,,,
"StationaryProcess","Potassium Hydroxide (KOH) Production",29072760,"Potassium Hydroxide","Potassium Hydroxide production",30502299,,,,,,,,"These are all under ""potash"" production.",
"StationaryProcess","Langbeinite (K2SO4.2MgSO4) Production",29073057,"Langbeinite","Langbeinite (K2SO4.2MgSO4) production",30504002,,,,,,,"NM","""Commercial supplies of langbeinite come from underground mines near Carlsbad, New Mexico (USA)"" -- http://www.mosaicco.com/images/nss__6_langbeinite_pdf.pdf",
"StationaryProcess","Drawing Copper Wire",29079859,"Copper Wire","Copper Wire","30400204;30400207;30400208;30400210;30400214;30400215;30400217;30400218;30400219;30400220;30400221;30400223;30400224;30400230;30400231;30400234;30400235;30400236;30400237;30400238;30400239;30400240;30400242;30400299",,,,,,,,,
"StationaryProcess","Laminating",29085309,"Glass","Flat glass production",30501411,,,,,,,,,
"StationaryProcess","Post-forming ( E glass)",29085880,"Glass Fiber","Glass Fiber Production","30501201;30501202;30501203;30501204;30501205;30501206;30501207;30501208;30501209;30501211;30501212;30501213;30501214;30501215;30501221;30501222;30501223;30501224;30501299",,,,,,,,"Glass fiber is not the same as fiberglass, but this is perhaps the most appropriate code",
"StationaryProcess","Urea-Ammonium Nitrate Solution  (per ton N product)",29085895,"Urea-Ammonium Nitrate Solution","Urea-Ammonium Nitrate Solution production  (per ton N product)",,,,99930200,,,,,"This is just a solution of urea and ammonium nitrate, and GREET lists no emissions for this process",
"StationaryProcess","High-Density Polyethylene (HDPE)  Fabrication",29087660,"High-Density Polyethylene","HDPE Fabrication and Extrusion,HDPE Fabrication and Injection Molding,HDPE Fabrication and Compression Molding",30101807,,,,,,,,,
"StationaryProcess","Low-Density Polyethylene (LDPE)  Fabrication",29088504,"Low-Density Polyethylene ","LDPE Fabrication and Injection Molding,LDPE Fabrication and Compression Molding,LDPE Fabrication and Extrusion",30101807,,,,,,,,,
"StationaryProcess","Urea-Ammonium Nitrate Solution to N conversion",29088539,"Nitrogen","Nitrogen from Urea-Ammonium Nitrate Solution",,,,99930100,,,,,,
"StationaryProcess","Monoammonium phosphate to N conversion",29089012,"Nitrogen","Nitrogen from Monoammonium phosphate",,,,99930100,,,,,,
"StationaryProcess","Diammonium phosphate to N conversion",29089059,"Nitrogen","Nitrogen from Diammonium Phosphate",,,,99930100,,,,,,
"StationaryProcess","Linear Low-Density Polyethylene (LLDPE)  Fabrication",29089236,"Linear Low-Density Polyethylene Resin","LLDPE Production and Compression Molding,LLDPE Production and Extrusion,LLDPE Production and Injection Molding",30101807,,,,,,,,"I've classed linear-low density polyethylene production with low-density polyethylene production.",
"StationaryProcess","Nylon 6 Fabrication",29089702,"Nylon 6","Nylon 6 Fabrication and Blow Molding,Nylon 6 Fabrication and Injection Molding,Nylon 6 Fabrication and Compression Molding","30102401;30102404",,,,,,,,,
"StationaryProcess","Nylon 66  Fabrication",29090138,"Nylon 66","Nylon 66 Fabrication and Compression Molding,Nylon 66 Fabrication and Extrusion,Nylon 66 Fabrication and Injection Molding","30102406;30102407",,,,,,,,,
"StationaryProcess","Polycarbonate (PC) Fabrication",29090263,"Polycarbonate","PC Fabrication and Compression Molding,PC Fabrication and Injection Molding",30101817,,,,,,,,"The fabrication and moulding stages aren't mentioned in the codes, and nor is PC mentioned at all",
"StationaryProcess","Polyethylene Terephthalate (PET) Fabrication",29090468,"Polyethylene Terephthalate Resin","PET Production and Compression Molding,PET Production and Injection Molding",30101837,,,,,,,,"(Polyester and PET are the same)",
"StationaryProcess","Polypropylene (PP) Fabrication",29090616,"Polypropylene","PP Fabrication and Compression Molding,PP Fabrication and Blow Molding,PP Fabrication and Extrusion,PP Fabrication and Injection Molding",30101802,,,,,,,,,
"StationaryProcess","Polyurethane (PUR) Flexible Foam Fabrication",29090795,"Polyurethane Flexible Foam","Polyurethane (PUR) Flexible Foam",30101885,,,,,,,,"30800802 is foam moulding, but I have chosen to go for the PUR specific class, esp. as moulding isn't mentioned in the GREET fabrication process (and fabrication and moulding are often listed separately)",
"StationaryProcess","Polyurethane (PUR) Rigid Foam Fabrication",29091831,"Polyurethane Rigid Foam","Polyurethane (PUR) Rigid Foam Production",30101885,,,,,,,,"30800802 is foam moulding, but I have chosen to go for the PUR specific class, esp. as moulding isn't mentioned in the GREET fabrication process (and fabrication and moulding are often listed separately)",
"StationaryProcess","Polyvinyl Chloride (PVC) Fabrication",29092024,"Polyvinyl Chloride","PVC Fabrication and Compression Molding,PVC Fabrication and Calendaring,PVC Fabrication and Extrusion,PVC Fabrication and Injection Molding","64630001;30101801",,,,,,,,"There's also 30101801 -- I don't know why",
"StationaryProcess","Inert Filler Fabrication",29092138,"Inert Filler","Inert Filter Production","30101800;30101801;30101802;30101803;30101805;30101807;30101808;30101809;30101810;30101811;30101812;30101813;30101814;30101815;30101816;30101817;30101818;30101819;30101820;30101821;30101822;30101827;30101832;30101837;30101838;30101839;30101840;30101842;30101847;30101849;30101852;30101860;30101861;30101863;30101864;30101865;30101866;30101870;30101871;30101872;30101880;30101881;30101882;30101883;30101884;30101885;30101890;30101891;30101892;30101893;30101894;30101899",,,,,,,,"Inert filler' in the context of food could mean starch. The GREET pathway is under plastics. I have no idea what this is so I just put 'plastics production'",
"StationaryProcess","Carbon Fiber Fabrication",29092226,"Carbon Fiber","Carbon Fiber Production","30101802;30101803",,99920600,,,,,,"http://www.rmi.org/RFGraph-Carbon_fiber_market_share_by_company",
"StationaryProcess","Glass Fiber-Reinforced Plastic (GFRP) Fabrication - Sheet Molding Compound",29092362,"Glass Fiber-Reinforced Plastic","GFRP Fabrication - SMC","30501201;30501202;30501203;30501204;30501205;30501206;30501207;30501208;30501209;30501211;30501212;30501213;30501214;30501215;30501221;30501222;30501223;30501224;30501299",,,,,,,,"Glass fiber is not the same as fiberglass, but this is perhaps the most appropriate code",
"StationaryProcess","Carbon Fiber-Reinforced Plastic (CFRP) Fabrication",29092433,"Carbon Fiber-Reinforced Plastic Fabrication","Carbon Fiber-Reinforced Plastic (CFRP) Production","30101802;30101803",,,,,,,,"via propylene",
"StationaryProcess","Styrene-butadiene Rubber Fabrication",29095841,"Styrene-butadiene Rubber","Final Compression Molded Rubber Product,Final Injection Molded Rubber Product",30101849,,,,,,,,,
"StationaryProcess","Styrene-butadiene Rubber Compression Molding",29095929,"Styrene-butadiene Rubber","Final Compression Molded Rubber Product",30101849,,,,,,,,,
"StationaryProcess","Styrene-butadiene Rubber Injection Molding",29096133,"Styrene-butadiene Rubber","Final Injection Molded Rubber Product",30101849,,,,,,,,,
"StationaryProcess"," Refining of Platinum (Mass allocation SA)",29097885,"Platinium","Platinum Production In South Africa (Mass Allocation)","30901201;30901202;30901203",,,,,99950000,,,,
"StationaryProcess"," Mining of Platinum (Mass allocation SA)",29098008,"Platinium","Platinum Production In South Africa (Mass Allocation)","30302401;30302402;30302403;30302404;30302405;30302406;30302407;30302408;30302409;30302410;30302411",,,,,99950000,,,,
"StationaryProcess","Cement Fabrication",29422201,"Cement","Concrete Production","30500606;30500607;30500608;30500609;30500610;30500611;30500612;30500613;30500614;30500615;30500616;30500617;30500618;30500619;30500620;30500621;30500622;30500623;30500624;30500625;30500626;30500627;30500628;30500629;30500699",,,,,,,,"30500700 is the wet process, but the dry process is the most commonly used. They're basically the same except water is fed into the kiln with the cement in the wet process.",
